,task,submission,n_rows,path,fold
1588,03636,056384699,32,/Dataset/group22/processed/more_cpp_2/results/p03636_s056384699.opcstats,train
1589,03546,024612015,28,/Dataset/group22/processed/more_cpp_2/results/p03546_s024612015.opcstats,eval
1590,03169,039971920,11,/Dataset/group22/processed/more_cpp_2/results/p03169_s039971920.opcstats,train
1591,03332,017847476,16,/Dataset/group22/processed/more_cpp_2/results/p03332_s017847476.opcstats,train
1592,03703,036723659,35,/Dataset/group22/processed/more_cpp_2/results/p03703_s036723659.opcstats,train
1593,02900,027123677,46,/Dataset/group22/processed/more_cpp_2/results/p02900_s027123677.opcstats,train
1594,03291,066063033,24,/Dataset/group22/processed/more_cpp_2/results/p03291_s066063033.opcstats,test
1595,03889,067787414,24,/Dataset/group22/processed/more_cpp_2/results/p03889_s067787414.opcstats,eval
1596,03490,038889435,51,/Dataset/group22/processed/more_cpp_2/results/p03490_s038889435.opcstats,train
1597,03919,048474563,11,/Dataset/group22/processed/more_cpp_2/results/p03919_s048474563.opcstats,train
1598,03805,073601286,63,/Dataset/group22/processed/more_cpp_2/results/p03805_s073601286.opcstats,train
1599,02418,024082020,35,/Dataset/group22/processed/more_cpp_2/results/p02418_s024082020.opcstats,train
1600,03988,022091165,81,/Dataset/group22/processed/more_cpp_2/results/p03988_s022091165.opcstats,train
1601,02928,016830786,15,/Dataset/group22/processed/more_cpp_2/results/p02928_s016830786.opcstats,train
1602,03211,050429157,23,/Dataset/group22/processed/more_cpp_2/results/p03211_s050429157.opcstats,train
1603,03765,029767852,20,/Dataset/group22/processed/more_cpp_2/results/p03765_s029767852.opcstats,eval
1604,03011,025476486,41,/Dataset/group22/processed/more_cpp_2/results/p03011_s025476486.opcstats,train
1605,00029,038482090,41,/Dataset/group22/processed/more_cpp_2/results/p00029_s038482090.opcstats,train
1606,03254,041388978,44,/Dataset/group22/processed/more_cpp_2/results/p03254_s041388978.opcstats,train
1607,03791,009019799,25,/Dataset/group22/processed/more_cpp_2/results/p03791_s009019799.opcstats,train
1608,03761,054488112,54,/Dataset/group22/processed/more_cpp_2/results/p03761_s054488112.opcstats,train
1609,02919,053353387,52,/Dataset/group22/processed/more_cpp_2/results/p02919_s053353387.opcstats,train
1610,03060,034821070,24,/Dataset/group22/processed/more_cpp_2/results/p03060_s034821070.opcstats,test
1611,03150,005752339,30,/Dataset/group22/processed/more_cpp_2/results/p03150_s005752339.opcstats,train
1612,03362,031471530,20,/Dataset/group22/processed/more_cpp_2/results/p03362_s031471530.opcstats,train
1613,03393,051207359,40,/Dataset/group22/processed/more_cpp_2/results/p03393_s051207359.opcstats,eval
1614,03249,043698872,67,/Dataset/group22/processed/more_cpp_2/results/p03249_s043698872.opcstats,train
1615,03320,001878983,60,/Dataset/group22/processed/more_cpp_2/results/p03320_s001878983.opcstats,train
1616,03220,046223472,14,/Dataset/group22/processed/more_cpp_2/results/p03220_s046223472.opcstats,train
1617,03971,011694731,12,/Dataset/group22/processed/more_cpp_2/results/p03971_s011694731.opcstats,eval
1618,02773,016245004,49,/Dataset/group22/processed/more_cpp_2/results/p02773_s016245004.opcstats,train
1619,02955,041662883,57,/Dataset/group22/processed/more_cpp_2/results/p02955_s041662883.opcstats,train
1620,03032,008412503,54,/Dataset/group22/processed/more_cpp_2/results/p03032_s008412503.opcstats,train
1621,03780,055265206,43,/Dataset/group22/processed/more_cpp_2/results/p03780_s055265206.opcstats,train
1622,02864,014619925,21,/Dataset/group22/processed/more_cpp_2/results/p02864_s014619925.opcstats,test
1623,03854,038589354,38,/Dataset/group22/processed/more_cpp_2/results/p03854_s038589354.opcstats,train
1624,03438,042346614,14,/Dataset/group22/processed/more_cpp_2/results/p03438_s042346614.opcstats,train
1625,02702,029230693,13,/Dataset/group22/processed/more_cpp_2/results/p02702_s029230693.opcstats,test
1626,01144,001903572,49,/Dataset/group22/processed/more_cpp_2/results/p01144_s001903572.opcstats,train
1627,02813,064605824,16,/Dataset/group22/processed/more_cpp_2/results/p02813_s064605824.opcstats,test
1628,03007,015748310,89,/Dataset/group22/processed/more_cpp_2/results/p03007_s015748310.opcstats,train
1629,03289,037480059,13,/Dataset/group22/processed/more_cpp_2/results/p03289_s037480059.opcstats,eval
1630,02988,006106834,15,/Dataset/group22/processed/more_cpp_2/results/p02988_s006106834.opcstats,test
1631,02613,042945638,13,/Dataset/group22/processed/more_cpp_2/results/p02613_s042945638.opcstats,train
1632,03240,018975090,19,/Dataset/group22/processed/more_cpp_2/results/p03240_s018975090.opcstats,train
1633,03026,015222441,67,/Dataset/group22/processed/more_cpp_2/results/p03026_s015222441.opcstats,train
1634,03577,007686151,15,/Dataset/group22/processed/more_cpp_2/results/p03577_s007686151.opcstats,train
1635,03169,027756791,45,/Dataset/group22/processed/more_cpp_2/results/p03169_s027756791.opcstats,train
1636,03110,011027283,11,/Dataset/group22/processed/more_cpp_2/results/p03110_s011027283.opcstats,train
1637,02675,000873165,35,/Dataset/group22/processed/more_cpp_2/results/p02675_s000873165.opcstats,train
1638,02873,025686022,19,/Dataset/group22/processed/more_cpp_2/results/p02873_s025686022.opcstats,train
1639,00001,046807106,20,/Dataset/group22/processed/more_cpp_2/results/p00001_s046807106.opcstats,train
1640,03286,024443967,24,/Dataset/group22/processed/more_cpp_2/results/p03286_s024443967.opcstats,train
1641,03987,018887346,28,/Dataset/group22/processed/more_cpp_2/results/p03987_s018887346.opcstats,train
1642,02773,052465504,109,/Dataset/group22/processed/more_cpp_2/results/p02773_s052465504.opcstats,train
1643,04017,030513483,33,/Dataset/group22/processed/more_cpp_2/results/p04017_s030513483.opcstats,eval
1644,03409,024675453,53,/Dataset/group22/processed/more_cpp_2/results/p03409_s024675453.opcstats,train
1645,02783,008030431,22,/Dataset/group22/processed/more_cpp_2/results/p02783_s008030431.opcstats,train
1646,02767,019322869,13,/Dataset/group22/processed/more_cpp_2/results/p02767_s019322869.opcstats,eval
1647,03370,011245678,75,/Dataset/group22/processed/more_cpp_2/results/p03370_s011245678.opcstats,train
1648,02277,018259302,86,/Dataset/group22/processed/more_cpp_2/results/p02277_s018259302.opcstats,train
1649,02233,028007510,22,/Dataset/group22/processed/more_cpp_2/results/p02233_s028007510.opcstats,train
1650,03081,059506156,18,/Dataset/group22/processed/more_cpp_2/results/p03081_s059506156.opcstats,train
1651,04006,055993269,12,/Dataset/group22/processed/more_cpp_2/results/p04006_s055993269.opcstats,train
1652,02645,012691733,15,/Dataset/group22/processed/more_cpp_2/results/p02645_s012691733.opcstats,train
1653,03474,024687272,46,/Dataset/group22/processed/more_cpp_2/results/p03474_s024687272.opcstats,train
1654,02928,033856850,15,/Dataset/group22/processed/more_cpp_2/results/p02928_s033856850.opcstats,train
1655,03346,020653904,43,/Dataset/group22/processed/more_cpp_2/results/p03346_s020653904.opcstats,test
1656,03721,048317444,30,/Dataset/group22/processed/more_cpp_2/results/p03721_s048317444.opcstats,train
1657,03180,044612782,31,/Dataset/group22/processed/more_cpp_2/results/p03180_s044612782.opcstats,eval
1658,03080,007298347,45,/Dataset/group22/processed/more_cpp_2/results/p03080_s007298347.opcstats,train
1659,03624,027583020,33,/Dataset/group22/processed/more_cpp_2/results/p03624_s027583020.opcstats,train
1660,03494,013091810,12,/Dataset/group22/processed/more_cpp_2/results/p03494_s013091810.opcstats,test
1661,03765,007835615,17,/Dataset/group22/processed/more_cpp_2/results/p03765_s007835615.opcstats,eval
1662,04006,092136614,29,/Dataset/group22/processed/more_cpp_2/results/p04006_s092136614.opcstats,train
1663,02811,008644350,12,/Dataset/group22/processed/more_cpp_2/results/p02811_s008644350.opcstats,train
1664,02647,004323905,22,/Dataset/group22/processed/more_cpp_2/results/p02647_s004323905.opcstats,train
1665,03062,068920692,44,/Dataset/group22/processed/more_cpp_2/results/p03062_s068920692.opcstats,test
1666,03668,023463855,32,/Dataset/group22/processed/more_cpp_2/results/p03668_s023463855.opcstats,train
1667,02920,068428204,52,/Dataset/group22/processed/more_cpp_2/results/p02920_s068428204.opcstats,train
1668,03207,033674956,11,/Dataset/group22/processed/more_cpp_2/results/p03207_s033674956.opcstats,eval
1669,03289,053820279,44,/Dataset/group22/processed/more_cpp_2/results/p03289_s053820279.opcstats,eval
1670,03808,006226919,20,/Dataset/group22/processed/more_cpp_2/results/p03808_s006226919.opcstats,eval
1671,02910,018517687,12,/Dataset/group22/processed/more_cpp_2/results/p02910_s018517687.opcstats,train
1672,03292,015279233,39,/Dataset/group22/processed/more_cpp_2/results/p03292_s015279233.opcstats,train
1673,03201,035570938,21,/Dataset/group22/processed/more_cpp_2/results/p03201_s035570938.opcstats,train
1674,03703,017417160,40,/Dataset/group22/processed/more_cpp_2/results/p03703_s017417160.opcstats,train
1675,02781,018674854,40,/Dataset/group22/processed/more_cpp_2/results/p02781_s018674854.opcstats,train
1676,03170,004019239,36,/Dataset/group22/processed/more_cpp_2/results/p03170_s004019239.opcstats,test
1677,03726,003633747,22,/Dataset/group22/processed/more_cpp_2/results/p03726_s003633747.opcstats,eval
1678,02363,003170420,42,/Dataset/group22/processed/more_cpp_2/results/p02363_s003170420.opcstats,train
1679,02953,020575037,14,/Dataset/group22/processed/more_cpp_2/results/p02953_s020575037.opcstats,train
1680,03626,008671679,13,/Dataset/group22/processed/more_cpp_2/results/p03626_s008671679.opcstats,test
1681,02785,061222259,44,/Dataset/group22/processed/more_cpp_2/results/p02785_s061222259.opcstats,test
1682,03374,057499979,16,/Dataset/group22/processed/more_cpp_2/results/p03374_s057499979.opcstats,eval
1683,02714,007572250,32,/Dataset/group22/processed/more_cpp_2/results/p02714_s007572250.opcstats,test
1684,02891,061029129,33,/Dataset/group22/processed/more_cpp_2/results/p02891_s061029129.opcstats,train
1685,03107,061746201,28,/Dataset/group22/processed/more_cpp_2/results/p03107_s061746201.opcstats,train
1686,03494,007902131,14,/Dataset/group22/processed/more_cpp_2/results/p03494_s007902131.opcstats,test
1687,03277,055353138,51,/Dataset/group22/processed/more_cpp_2/results/p03277_s055353138.opcstats,eval
1688,02681,041026945,26,/Dataset/group22/processed/more_cpp_2/results/p02681_s041026945.opcstats,test
1689,02955,001709335,60,/Dataset/group22/processed/more_cpp_2/results/p02955_s001709335.opcstats,train
1690,03287,048303740,37,/Dataset/group22/processed/more_cpp_2/results/p03287_s048303740.opcstats,test
1691,03206,032442387,12,/Dataset/group22/processed/more_cpp_2/results/p03206_s032442387.opcstats,test
1692,03425,005776106,33,/Dataset/group22/processed/more_cpp_2/results/p03425_s005776106.opcstats,train
1693,03822,051204023,53,/Dataset/group22/processed/more_cpp_2/results/p03822_s051204023.opcstats,train
1694,02709,029476479,55,/Dataset/group22/processed/more_cpp_2/results/p02709_s029476479.opcstats,test
1695,02716,000985543,21,/Dataset/group22/processed/more_cpp_2/results/p02716_s000985543.opcstats,eval
1696,03486,032823756,70,/Dataset/group22/processed/more_cpp_2/results/p03486_s032823756.opcstats,train
1697,03546,053876912,11,/Dataset/group22/processed/more_cpp_2/results/p03546_s053876912.opcstats,eval
1698,02747,047909750,39,/Dataset/group22/processed/more_cpp_2/results/p02747_s047909750.opcstats,train
1699,02732,018338301,13,/Dataset/group22/processed/more_cpp_2/results/p02732_s018338301.opcstats,test
1700,03078,051111186,49,/Dataset/group22/processed/more_cpp_2/results/p03078_s051111186.opcstats,train
1701,02862,012687985,16,/Dataset/group22/processed/more_cpp_2/results/p02862_s012687985.opcstats,train
1702,03719,027228193,37,/Dataset/group22/processed/more_cpp_2/results/p03719_s027228193.opcstats,train
1703,04030,009543960,46,/Dataset/group22/processed/more_cpp_2/results/p04030_s009543960.opcstats,train
1704,03602,043095493,33,/Dataset/group22/processed/more_cpp_2/results/p03602_s043095493.opcstats,train
1705,03767,015195941,40,/Dataset/group22/processed/more_cpp_2/results/p03767_s015195941.opcstats,train
1706,03569,045897638,29,/Dataset/group22/processed/more_cpp_2/results/p03569_s045897638.opcstats,train
1707,03944,047912388,11,/Dataset/group22/processed/more_cpp_2/results/p03944_s047912388.opcstats,train
1708,03624,031551196,37,/Dataset/group22/processed/more_cpp_2/results/p03624_s031551196.opcstats,train
1709,02838,042240214,26,/Dataset/group22/processed/more_cpp_2/results/p02838_s042240214.opcstats,train
1710,03309,000756707,40,/Dataset/group22/processed/more_cpp_2/results/p03309_s000756707.opcstats,eval
1711,02791,009470215,15,/Dataset/group22/processed/more_cpp_2/results/p02791_s009470215.opcstats,eval
1712,03256,050214387,37,/Dataset/group22/processed/more_cpp_2/results/p03256_s050214387.opcstats,eval
1713,02614,047677597,46,/Dataset/group22/processed/more_cpp_2/results/p02614_s047677597.opcstats,train
1714,02939,001043921,21,/Dataset/group22/processed/more_cpp_2/results/p02939_s001043921.opcstats,train
1715,02684,027136321,14,/Dataset/group22/processed/more_cpp_2/results/p02684_s027136321.opcstats,eval
1716,02819,031529224,11,/Dataset/group22/processed/more_cpp_2/results/p02819_s031529224.opcstats,train
1717,02702,021672051,20,/Dataset/group22/processed/more_cpp_2/results/p02702_s021672051.opcstats,test
1718,02937,049077534,52,/Dataset/group22/processed/more_cpp_2/results/p02937_s049077534.opcstats,train
1719,03626,003540869,13,/Dataset/group22/processed/more_cpp_2/results/p03626_s003540869.opcstats,test
1720,02364,027940693,37,/Dataset/group22/processed/more_cpp_2/results/p02364_s027940693.opcstats,train
1721,03347,013299785,14,/Dataset/group22/processed/more_cpp_2/results/p03347_s013299785.opcstats,train
1722,03457,021374425,15,/Dataset/group22/processed/more_cpp_2/results/p03457_s021374425.opcstats,train
1723,03201,028810736,70,/Dataset/group22/processed/more_cpp_2/results/p03201_s028810736.opcstats,train
1724,02975,018040597,43,/Dataset/group22/processed/more_cpp_2/results/p02975_s018040597.opcstats,train
1725,03169,009891442,17,/Dataset/group22/processed/more_cpp_2/results/p03169_s009891442.opcstats,train
1726,03249,015270286,53,/Dataset/group22/processed/more_cpp_2/results/p03249_s015270286.opcstats,train
1727,02850,026999539,48,/Dataset/group22/processed/more_cpp_2/results/p02850_s026999539.opcstats,train
1728,02585,032630775,42,/Dataset/group22/processed/more_cpp_2/results/p02585_s032630775.opcstats,train
1729,03069,008880773,20,/Dataset/group22/processed/more_cpp_2/results/p03069_s008880773.opcstats,train
1730,03800,069761807,49,/Dataset/group22/processed/more_cpp_2/results/p03800_s069761807.opcstats,train
1731,03146,024204027,11,/Dataset/group22/processed/more_cpp_2/results/p03146_s024204027.opcstats,train
1732,02416,024001501,11,/Dataset/group22/processed/more_cpp_2/results/p02416_s024001501.opcstats,train
1733,02773,033536882,56,/Dataset/group22/processed/more_cpp_2/results/p02773_s033536882.opcstats,train
1734,03465,039243770,22,/Dataset/group22/processed/more_cpp_2/results/p03465_s039243770.opcstats,eval
1735,03320,028709609,27,/Dataset/group22/processed/more_cpp_2/results/p03320_s028709609.opcstats,train
1736,03331,064791049,25,/Dataset/group22/processed/more_cpp_2/results/p03331_s064791049.opcstats,train
1737,02317,044893270,44,/Dataset/group22/processed/more_cpp_2/results/p02317_s044893270.opcstats,train
1738,03293,022142281,42,/Dataset/group22/processed/more_cpp_2/results/p03293_s022142281.opcstats,train
1739,03363,030487142,41,/Dataset/group22/processed/more_cpp_2/results/p03363_s030487142.opcstats,train
1740,02916,041679226,15,/Dataset/group22/processed/more_cpp_2/results/p02916_s041679226.opcstats,train
1741,02756,033658037,46,/Dataset/group22/processed/more_cpp_2/results/p02756_s033658037.opcstats,test
1742,02279,022774359,26,/Dataset/group22/processed/more_cpp_2/results/p02279_s022774359.opcstats,test
1743,03049,038260913,22,/Dataset/group22/processed/more_cpp_2/results/p03049_s038260913.opcstats,train
1744,02972,057213855,21,/Dataset/group22/processed/more_cpp_2/results/p02972_s057213855.opcstats,train
1745,03810,045466017,14,/Dataset/group22/processed/more_cpp_2/results/p03810_s045466017.opcstats,train
1746,02863,037217248,49,/Dataset/group22/processed/more_cpp_2/results/p02863_s037217248.opcstats,eval
1747,03724,031790922,12,/Dataset/group22/processed/more_cpp_2/results/p03724_s031790922.opcstats,train
1748,03434,013795919,41,/Dataset/group22/processed/more_cpp_2/results/p03434_s013795919.opcstats,train
1749,02619,065321689,22,/Dataset/group22/processed/more_cpp_2/results/p02619_s065321689.opcstats,train
1750,03179,022232718,28,/Dataset/group22/processed/more_cpp_2/results/p03179_s022232718.opcstats,train
1751,02283,052902307,17,/Dataset/group22/processed/more_cpp_2/results/p02283_s052902307.opcstats,train
1752,03658,057933076,41,/Dataset/group22/processed/more_cpp_2/results/p03658_s057933076.opcstats,train
1753,03721,050456592,43,/Dataset/group22/processed/more_cpp_2/results/p03721_s050456592.opcstats,train
1754,03469,066247281,11,/Dataset/group22/processed/more_cpp_2/results/p03469_s066247281.opcstats,train
1755,02773,043830731,87,/Dataset/group22/processed/more_cpp_2/results/p02773_s043830731.opcstats,train
1756,02732,040621798,30,/Dataset/group22/processed/more_cpp_2/results/p02732_s040621798.opcstats,test
1757,03841,013947545,25,/Dataset/group22/processed/more_cpp_2/results/p03841_s013947545.opcstats,eval
1758,02677,012547997,52,/Dataset/group22/processed/more_cpp_2/results/p02677_s012547997.opcstats,train
1759,03102,042867535,21,/Dataset/group22/processed/more_cpp_2/results/p03102_s042867535.opcstats,train
1760,03752,020434899,42,/Dataset/group22/processed/more_cpp_2/results/p03752_s020434899.opcstats,train
1761,03174,040568296,19,/Dataset/group22/processed/more_cpp_2/results/p03174_s040568296.opcstats,train
1762,03317,029291034,11,/Dataset/group22/processed/more_cpp_2/results/p03317_s029291034.opcstats,train
1763,03594,062306428,11,/Dataset/group22/processed/more_cpp_2/results/p03594_s062306428.opcstats,train
1764,02887,003520332,23,/Dataset/group22/processed/more_cpp_2/results/p02887_s003520332.opcstats,test
1765,03194,049877784,35,/Dataset/group22/processed/more_cpp_2/results/p03194_s049877784.opcstats,train
1766,02261,008558862,16,/Dataset/group22/processed/more_cpp_2/results/p02261_s008558862.opcstats,train
1767,00027,030879583,22,/Dataset/group22/processed/more_cpp_2/results/p00027_s030879583.opcstats,train
1768,03201,002517538,71,/Dataset/group22/processed/more_cpp_2/results/p03201_s002517538.opcstats,train
1769,03141,001527594,51,/Dataset/group22/processed/more_cpp_2/results/p03141_s001527594.opcstats,train
1770,01093,031260835,14,/Dataset/group22/processed/more_cpp_2/results/p01093_s031260835.opcstats,eval
1771,03085,027761803,11,/Dataset/group22/processed/more_cpp_2/results/p03085_s027761803.opcstats,train
1772,02713,061756837,19,/Dataset/group22/processed/more_cpp_2/results/p02713_s061756837.opcstats,test
1773,03320,034064047,61,/Dataset/group22/processed/more_cpp_2/results/p03320_s034064047.opcstats,train
1774,03018,001368757,23,/Dataset/group22/processed/more_cpp_2/results/p03018_s001368757.opcstats,train
1775,00033,001117378,37,/Dataset/group22/processed/more_cpp_2/results/p00033_s001117378.opcstats,eval
1776,04033,068242057,38,/Dataset/group22/processed/more_cpp_2/results/p04033_s068242057.opcstats,test
1777,03841,016834725,50,/Dataset/group22/processed/more_cpp_2/results/p03841_s016834725.opcstats,eval
1778,03816,035371912,83,/Dataset/group22/processed/more_cpp_2/results/p03816_s035371912.opcstats,eval
1779,02845,003506358,33,/Dataset/group22/processed/more_cpp_2/results/p02845_s003506358.opcstats,train
1780,03347,040721217,15,/Dataset/group22/processed/more_cpp_2/results/p03347_s040721217.opcstats,train
1781,04019,028572756,44,/Dataset/group22/processed/more_cpp_2/results/p04019_s028572756.opcstats,train
1782,02888,021490199,48,/Dataset/group22/processed/more_cpp_2/results/p02888_s021490199.opcstats,train
1783,02714,012755451,12,/Dataset/group22/processed/more_cpp_2/results/p02714_s012755451.opcstats,test
1784,03183,008781153,42,/Dataset/group22/processed/more_cpp_2/results/p03183_s008781153.opcstats,train
1785,02953,013412745,15,/Dataset/group22/processed/more_cpp_2/results/p02953_s013412745.opcstats,train
1786,02791,044470333,14,/Dataset/group22/processed/more_cpp_2/results/p02791_s044470333.opcstats,eval
1787,03857,014460924,54,/Dataset/group22/processed/more_cpp_2/results/p03857_s014460924.opcstats,train
1788,03738,058386252,11,/Dataset/group22/processed/more_cpp_2/results/p03738_s058386252.opcstats,train
1789,02873,052316052,34,/Dataset/group22/processed/more_cpp_2/results/p02873_s052316052.opcstats,train
1790,02421,013730302,42,/Dataset/group22/processed/more_cpp_2/results/p02421_s013730302.opcstats,eval
1791,03049,026170862,46,/Dataset/group22/processed/more_cpp_2/results/p03049_s026170862.opcstats,train
1792,03110,058118397,26,/Dataset/group22/processed/more_cpp_2/results/p03110_s058118397.opcstats,train
1793,03399,053544371,31,/Dataset/group22/processed/more_cpp_2/results/p03399_s053544371.opcstats,train
1794,03141,013340912,48,/Dataset/group22/processed/more_cpp_2/results/p03141_s013340912.opcstats,train
1795,02570,006832752,33,/Dataset/group22/processed/more_cpp_2/results/p02570_s006832752.opcstats,train
1796,03086,006981850,15,/Dataset/group22/processed/more_cpp_2/results/p03086_s006981850.opcstats,eval
1797,02382,054460883,27,/Dataset/group22/processed/more_cpp_2/results/p02382_s054460883.opcstats,train
1798,02847,029252907,28,/Dataset/group22/processed/more_cpp_2/results/p02847_s029252907.opcstats,train
1799,03325,051362749,12,/Dataset/group22/processed/more_cpp_2/results/p03325_s051362749.opcstats,test
1800,03785,049814071,42,/Dataset/group22/processed/more_cpp_2/results/p03785_s049814071.opcstats,test
1801,03006,054509612,31,/Dataset/group22/processed/more_cpp_2/results/p03006_s054509612.opcstats,train
1802,03060,035452986,49,/Dataset/group22/processed/more_cpp_2/results/p03060_s035452986.opcstats,test
1803,02317,042641511,32,/Dataset/group22/processed/more_cpp_2/results/p02317_s042641511.opcstats,train
1804,03329,070746913,19,/Dataset/group22/processed/more_cpp_2/results/p03329_s070746913.opcstats,eval
1805,03648,026690420,76,/Dataset/group22/processed/more_cpp_2/results/p03648_s026690420.opcstats,train
1806,03780,000126803,37,/Dataset/group22/processed/more_cpp_2/results/p03780_s000126803.opcstats,train
1807,03042,062451623,30,/Dataset/group22/processed/more_cpp_2/results/p03042_s062451623.opcstats,train
1808,03665,003544252,21,/Dataset/group22/processed/more_cpp_2/results/p03665_s003544252.opcstats,train
1809,03297,033024941,11,/Dataset/group22/processed/more_cpp_2/results/p03297_s033024941.opcstats,train
1810,00006,012138946,13,/Dataset/group22/processed/more_cpp_2/results/p00006_s012138946.opcstats,train
1811,03044,062315630,19,/Dataset/group22/processed/more_cpp_2/results/p03044_s062315630.opcstats,test
1812,02363,045652335,30,/Dataset/group22/processed/more_cpp_2/results/p02363_s045652335.opcstats,train
1813,03576,027468844,21,/Dataset/group22/processed/more_cpp_2/results/p03576_s027468844.opcstats,train
1814,02370,039065344,37,/Dataset/group22/processed/more_cpp_2/results/p02370_s039065344.opcstats,train
1815,03309,054501734,42,/Dataset/group22/processed/more_cpp_2/results/p03309_s054501734.opcstats,eval
1816,03303,034050192,22,/Dataset/group22/processed/more_cpp_2/results/p03303_s034050192.opcstats,test
1817,03201,027171269,71,/Dataset/group22/processed/more_cpp_2/results/p03201_s027171269.opcstats,train
1818,03250,001327813,39,/Dataset/group22/processed/more_cpp_2/results/p03250_s001327813.opcstats,train
1819,03523,032314489,34,/Dataset/group22/processed/more_cpp_2/results/p03523_s032314489.opcstats,train
1820,02651,007440357,27,/Dataset/group22/processed/more_cpp_2/results/p02651_s007440357.opcstats,train
1821,03269,066551122,37,/Dataset/group22/processed/more_cpp_2/results/p03269_s066551122.opcstats,train
1822,03732,023513347,63,/Dataset/group22/processed/more_cpp_2/results/p03732_s023513347.opcstats,train
1823,02697,034566924,17,/Dataset/group22/processed/more_cpp_2/results/p02697_s034566924.opcstats,train
1824,03821,037878591,11,/Dataset/group22/processed/more_cpp_2/results/p03821_s037878591.opcstats,train
1825,03149,041626567,45,/Dataset/group22/processed/more_cpp_2/results/p03149_s041626567.opcstats,train
1826,02684,036708981,13,/Dataset/group22/processed/more_cpp_2/results/p02684_s036708981.opcstats,eval
1827,02676,047988330,36,/Dataset/group22/processed/more_cpp_2/results/p02676_s047988330.opcstats,eval
1828,03860,011272609,23,/Dataset/group22/processed/more_cpp_2/results/p03860_s011272609.opcstats,train
1829,02973,036527353,19,/Dataset/group22/processed/more_cpp_2/results/p02973_s036527353.opcstats,test
1830,03354,053991522,17,/Dataset/group22/processed/more_cpp_2/results/p03354_s053991522.opcstats,train
1831,02736,022631136,19,/Dataset/group22/processed/more_cpp_2/results/p02736_s022631136.opcstats,test
1832,03247,008326802,31,/Dataset/group22/processed/more_cpp_2/results/p03247_s008326802.opcstats,train
1833,03408,028873616,22,/Dataset/group22/processed/more_cpp_2/results/p03408_s028873616.opcstats,test
1834,03476,057890181,33,/Dataset/group22/processed/more_cpp_2/results/p03476_s057890181.opcstats,train
1835,03329,070402676,12,/Dataset/group22/processed/more_cpp_2/results/p03329_s070402676.opcstats,eval
1836,02623,002166920,21,/Dataset/group22/processed/more_cpp_2/results/p02623_s002166920.opcstats,train
1837,00767,010159721,11,/Dataset/group22/processed/more_cpp_2/results/p00767_s010159721.opcstats,eval
1838,00481,012541370,37,/Dataset/group22/processed/more_cpp_2/results/p00481_s012541370.opcstats,train
1839,00189,078974419,16,/Dataset/group22/processed/more_cpp_2/results/p00189_s078974419.opcstats,eval
1840,02779,003714017,98,/Dataset/group22/processed/more_cpp_2/results/p02779_s003714017.opcstats,train
1841,04020,047936734,14,/Dataset/group22/processed/more_cpp_2/results/p04020_s047936734.opcstats,train
1842,03263,033246283,33,/Dataset/group22/processed/more_cpp_2/results/p03263_s033246283.opcstats,train
1843,00013,000499692,24,/Dataset/group22/processed/more_cpp_2/results/p00013_s000499692.opcstats,train
1844,02583,057670273,19,/Dataset/group22/processed/more_cpp_2/results/p02583_s057670273.opcstats,eval
1845,02720,014601074,28,/Dataset/group22/processed/more_cpp_2/results/p02720_s014601074.opcstats,eval
1846,03298,027259771,71,/Dataset/group22/processed/more_cpp_2/results/p03298_s027259771.opcstats,train
1847,04006,035114968,13,/Dataset/group22/processed/more_cpp_2/results/p04006_s035114968.opcstats,train
1848,03295,007838987,44,/Dataset/group22/processed/more_cpp_2/results/p03295_s007838987.opcstats,test
1849,03202,026874546,61,/Dataset/group22/processed/more_cpp_2/results/p03202_s026874546.opcstats,train
1850,03332,041593211,32,/Dataset/group22/processed/more_cpp_2/results/p03332_s041593211.opcstats,train
1851,03046,054869548,22,/Dataset/group22/processed/more_cpp_2/results/p03046_s054869548.opcstats,train
1852,02890,046642710,38,/Dataset/group22/processed/more_cpp_2/results/p02890_s046642710.opcstats,test
1853,02935,062760392,20,/Dataset/group22/processed/more_cpp_2/results/p02935_s062760392.opcstats,train
1854,02661,035985465,40,/Dataset/group22/processed/more_cpp_2/results/p02661_s035985465.opcstats,eval
1855,03785,040978391,44,/Dataset/group22/processed/more_cpp_2/results/p03785_s040978391.opcstats,test
1856,03557,039823757,50,/Dataset/group22/processed/more_cpp_2/results/p03557_s039823757.opcstats,train
1857,03003,021536589,19,/Dataset/group22/processed/more_cpp_2/results/p03003_s021536589.opcstats,test
1858,03162,061463965,13,/Dataset/group22/processed/more_cpp_2/results/p03162_s061463965.opcstats,train
1859,03211,016296722,27,/Dataset/group22/processed/more_cpp_2/results/p03211_s016296722.opcstats,train
1860,03804,009033217,31,/Dataset/group22/processed/more_cpp_2/results/p03804_s009033217.opcstats,test
1861,03095,033725315,26,/Dataset/group22/processed/more_cpp_2/results/p03095_s033725315.opcstats,train
1862,03165,023032188,48,/Dataset/group22/processed/more_cpp_2/results/p03165_s023032188.opcstats,train
1863,03354,059007429,83,/Dataset/group22/processed/more_cpp_2/results/p03354_s059007429.opcstats,train
1864,02572,051574972,12,/Dataset/group22/processed/more_cpp_2/results/p02572_s051574972.opcstats,test
1865,03018,052909824,23,/Dataset/group22/processed/more_cpp_2/results/p03018_s052909824.opcstats,train
